date,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE
02-26,20.4,16.4,17.8,15.2,18.6,19.5,27.2,13.1,22.2,20.2,16.0,17.2,21.8,,13.1,15.4,16.9,20.3,22.1,27.2,18.6,18.6,24.8
02-27,20.4,16.6,18.0,15.3,18.8,19.5,27.5,13.6,22.4,20.2,16.6,17.2,22.3,,13.6,15.6,17.0,20.3,22.4,27.5,18.7,18.8,24.8
02-28,20.4,16.6,18.0,15.9,18.9,19.5,27.6,13.4,22.5,20.2,16.8,17.4,23.0,,13.4,16.0,17.2,20.3,22.9,27.6,18.7,18.9,24.8
02-29,,16.7,,,,19.5,,,,20.2,,,,,13.4,16.0,17.2,20.3,22.9,27.6,18.8,18.9,24.8
03-01,20.4,17.0,18.2,16.3,18.9,19.6,27.6,13.6,22.8,20.2,16.9,17.4,23.4,,13.6,16.4,17.2,20.3,23.3,27.6,18.8,18.9,24.8
03-02,20.6,17.4,18.2,17.4,19.0,19.8,27.7,13.9,23.0,20.5,17.0,17.6,23.5,,13.9,17.1,17.5,20.5,23.4,27.7,19.2,19.0,24.8
03-03,20.7,17.7,18.2,17.6,19.0,19.8,27.8,14.3,22.9,20.5,17.1,17.8,23.6,,14.3,17.2,17.8,20.6,23.5,27.8,19.2,19.0,24.8
03-04,20.9,18.0,18.7,17.7,19.0,19.8,27.9,14.6,22.9,20.5,17.2,17.8,23.9,,14.6,17.3,17.9,20.7,23.7,27.9,19.5,19.0,24.8
03-05,21.1,18.0,18.8,18.0,19.0,20.1,28.0,14.8,22.9,20.5,17.2,17.9,24.3,,14.8,17.3,18.0,20.7,24.0,28.0,19.6,19.0,24.8
03-06,21.4,18.0,18.8,18.0,19.1,20.2,28.2,14.8,23.1,20.5,17.3,18.0,24.4,,14.8,17.4,18.0,20.8,24.1,28.2,19.6,19.1,24.8
03-07,21.9,18.0,19.1,18.5,19.2,21.5,28.4,14.8,23.6,20.5,17.3,18.1,24.4,,14.8,17.4,18.3,21.7,24.2,28.4,19.9,19.2,24.8
03-08,22.1,18.0,19.3,18.5,19.4,21.6,28.8,14.9,24.0,20.5,17.4,18.3,24.4,,14.9,17.5,18.4,21.8,24.4,28.8,20.1,19.4,24.8
03-09,22.5,18.0,19.3,18.5,19.6,21.7,29.0,15.0,24.2,20.5,17.5,18.9,24.7,,15.0,17.6,18.7,22.0,24.6,29.0,20.2,19.6,24.8
03-10,22.8,18.0,19.3,18.6,19.9,21.8,29.4,15.0,24.3,20.6,17.8,19.2,25.0,,15.0,17.8,19.0,22.2,24.9,29.4,20.4,19.9,24.8
03-11,23.2,18.0,19.4,19.0,20.2,21.9,29.4,15.0,24.3,20.7,17.8,19.2,25.6,,15.0,17.8,19.1,22.4,25.3,29.4,20.4,20.2,24.8
03-12,23.3,18.0,19.4,19.4,20.0,21.9,29.4,15.0,24.4,20.7,17.9,19.2,25.6,,15.0,17.9,19.3,22.5,25.4,29.4,20.5,20.0,24.8
03-13,23.4,18.0,19.4,19.4,19.9,22.0,29.4,15.0,24.6,20.8,17.9,19.2,25.8,,15.0,17.9,19.3,22.5,25.6,29.4,20.6,19.9,24.8
03-14,23.6,18.0,19.4,19.4,19.7,22.5,29.4,15.1,24.9,20.8,18.0,19.5,26.0,,15.1,18.0,19.4,23.0,25.7,29.4,20.8,19.7,24.8
03-15,24.3,18.2,19.4,19.4,19.5,23.4,29.4,16.0,25.0,21.6,18.0,19.8,26.7,,16.0,18.0,19.4,23.8,26.4,29.4,21.1,19.8,24.8
03-16,24.6,18.6,19.4,19.5,19.2,23.8,29.4,16.1,25.0,22.0,18.0,20.0,26.8,,16.1,18.1,19.3,24.1,26.4,29.4,21.2,20.0,24.8
03-17,24.9,19.0,19.4,19.7,19.0,24.2,29.4,16.4,25.2,22.0,18.0,20.0,26.8,,16.4,18.2,19.2,24.4,26.5,29.4,21.3,20.0,24.8
03-18,25.2,19.2,19.6,20.0,18.7,24.2,29.4,16.5,25.2,22.0,18.0,20.0,26.8,,16.5,18.2,19.5,24.6,26.5,29.4,21.5,20.0,24.8
03-19,25.2,19.8,19.8,20.0,18.5,24.2,29.2,16.8,25.3,22.2,18.0,20.0,26.8,,16.8,18.1,19.8,24.6,26.5,29.2,21.5,20.0,24.8
03-20,25.6,20.0,19.8,20.0,18.4,24.2,29.2,16.9,25.2,22.2,18.2,20.0,27.0,,16.9,18.3,19.9,24.6,26.8,29.2,21.5,20.0,24.8
03-21,26.7,20.0,20.6,20.0,18.2,24.3,29.2,16.9,25.2,22.6,18.8,20.4,27.4,,16.9,18.4,20.0,24.7,27.3,29.2,21.6,20.6,24.8
03-22,27.4,20.0,20.8,20.2,18.1,24.4,29.2,17.1,25.4,22.8,19.1,20.6,27.4,,17.1,18.3,20.1,24.8,27.4,29.2,21.8,20.8,24.8
03-23,27.4,20.0,21.0,20.2,18.1,24.4,29.4,18.4,25.6,22.8,19.4,20.8,27.6,,18.1,18.6,20.1,24.8,27.6,29.4,21.8,21.0,24.8
03-24,28.0,20.0,21.2,20.2,19.3,24.4,29.2,18.6,25.9,23.0,20.2,20.8,28.0,,18.6,19.4,20.2,25.0,28.0,29.2,22.0,21.2,24.8
03-25,28.2,20.0,21.2,20.4,20.2,24.5,29.2,18.8,26.4,23.1,20.6,20.8,28.2,,18.8,20.0,20.5,25.2,28.2,29.2,21.9,21.2,24.8
03-26,28.3,20.0,21.2,20.4,20.4,24.6,29.2,19.2,26.7,23.2,20.8,20.8,28.3,,19.2,20.0,20.6,25.4,28.3,29.2,22.0,21.2,24.8
03-27,28.9,20.2,21.2,20.5,20.5,24.8,29.4,19.3,26.6,23.2,20.8,20.5,29.2,,19.3,20.3,20.5,25.5,29.1,29.4,22.1,21.2,24.8
03-28,29.1,20.4,21.2,21.2,20.4,25.5,29.6,19.5,26.6,23.2,20.8,20.1,29.7,,19.5,20.2,20.6,25.9,29.5,29.7,22.4,21.2,24.8
03-29,29.4,20.5,21.2,21.2,19.8,26.5,29.6,19.5,27.0,23.3,20.8,19.9,29.7,,19.5,19.9,20.6,26.7,29.6,29.7,22.7,21.2,24.8
03-30,29.6,20.6,21.2,21.4,19.7,27.8,30.2,19.4,27.4,23.6,20.8,19.8,30.0,,19.4,19.7,20.7,27.6,29.9,30.2,23.0,21.4,24.8
03-31,29.9,20.8,21.2,22.2,19.4,28.0,30.6,19.5,27.4,23.8,20.8,19.7,30.8,,19.4,19.5,20.8,27.6,30.5,30.8,22.8,22.2,24.8
04-01,29.9,20.7,20.9,22.4,18.9,28.0,32.6,19.4,27.4,24.2,20.8,19.4,31.1,,18.9,19.4,20.7,27.7,30.9,32.6,23.0,22.4,24.8
04-02,29.9,20.8,21.6,22.8,18.6,28.0,32.7,19.3,27.6,24.2,20.7,19.4,31.4,,18.6,19.3,20.8,27.7,31.1,32.7,23.2,22.8,24.8
04-03,29.9,20.8,21.5,23.0,18.4,28.0,32.8,19.4,28.0,24.2,20.6,19.3,31.7,,18.4,19.3,20.7,28.0,31.3,32.8,23.6,23.0,24.8
04-04,30.0,20.8,21.2,23.4,18.4,28.0,32.7,19.6,28.2,24.2,20.0,19.3,32.0,,18.4,19.4,20.5,28.1,31.6,32.7,23.4,23.4,24.8
04-05,30.0,20.6,20.8,23.5,18.4,27.8,32.7,19.6,28.2,24.3,19.4,19.8,33.2,,18.4,19.4,20.3,28.0,32.2,33.2,23.2,23.5,24.8
04-06,30.2,20.6,21.0,23.7,18.2,27.4,32.7,19.9,28.4,24.3,19.1,20.0,33.4,,18.2,19.3,20.4,27.8,32.2,33.4,23.2,23.7,24.8
04-07,30.5,20.8,21.4,23.9,18.5,27.8,32.9,20.2,28.4,24.5,19.3,20.0,33.4,,18.5,19.4,20.6,28.0,32.4,33.4,23.0,23.9,24.8
04-08,30.7,20.8,21.9,24.0,18.8,27.6,33.2,20.2,28.4,24.8,19.2,19.8,33.4,,18.8,19.3,20.5,27.9,32.7,33.4,22.9,24.0,24.8
04-09,31.3,20.6,22.5,24.0,18.7,27.2,34.0,20.8,28.6,24.8,18.8,19.6,33.4,,18.7,19.0,20.8,27.8,33.0,34.0,22.9,24.0,24.8
04-10,31.4,20.4,22.8,23.8,18.9,26.8,34.1,20.8,29.0,24.4,18.6,19.2,33.3,,18.6,19.0,20.7,27.6,32.9,34.1,22.9,23.8,24.8
04-11,31.5,20.0,22.8,23.5,18.8,26.3,34.1,20.8,29.5,24.2,18.4,19.2,33.2,,18.4,18.9,20.5,27.6,32.9,34.1,22.8,23.5,24.8
04-12,31.6,19.4,22.8,23.3,18.5,26.0,34.1,20.5,29.8,23.6,18.0,19.6,33.0,,18.0,18.7,20.2,27.5,32.7,34.1,22.5,23.3,24.8
04-13,31.8,19.4,22.8,23.2,18.6,26.0,34.2,21.3,30.0,23.4,17.8,20.3,32.7,,17.8,18.8,20.9,27.6,32.5,34.2,22.4,23.2,24.8
04-14,32.4,19.4,23.2,23.5,18.6,25.5,34.4,21.4,30.2,23.3,17.8,20.8,32.6,,17.8,18.8,21.2,27.4,32.6,34.4,22.5,23.3,24.8
04-15,32.4,19.3,23.3,23.5,18.6,25.7,34.6,21.5,30.7,23.3,17.8,21.4,32.6,,17.8,18.8,21.5,27.7,32.6,34.6,22.7,23.3,24.8
04-16,32.5,19.2,23.4,23.4,19.2,25.9,34.5,21.4,30.9,23.6,18.2,21.7,32.6,,18.2,19.2,21.6,27.9,32.6,34.5,22.9,23.4,24.8
04-17,32.8,19.0,23.6,23.4,19.3,26.0,34.4,21.5,31.0,23.8,18.2,21.8,32.6,,18.2,19.1,21.7,28.0,32.7,34.4,23.0,23.6,24.8
04-18,33.1,18.8,23.8,23.1,19.3,26.0,34.4,21.6,31.0,24.0,18.1,22.0,32.4,,18.1,18.9,21.8,28.0,33.0,34.4,23.0,23.8,24.8
04-19,33.4,18.6,24.3,22.7,18.5,25.7,34.8,21.8,31.2,23.8,18.0,22.0,32.6,,18.0,18.5,21.9,27.9,33.3,34.8,23.4,23.8,24.8
04-20,33.6,18.4,25.0,22.0,17.6,25.2,34.8,21.8,31.0,23.6,17.8,22.0,32.6,,17.6,17.9,21.9,27.5,33.3,34.8,23.5,23.6,24.8
04-21,33.6,17.8,25.0,21.3,16.2,24.3,35.2,21.6,30.6,23.5,17.8,22.0,32.6,,16.2,17.8,21.5,27.3,33.4,35.2,23.4,23.5,24.8
04-22,33.9,16.6,24.9,20.6,14.9,23.6,35.2,20.9,30.3,22.8,17.0,22.1,33.1,,14.9,16.7,20.8,27.1,33.7,35.2,23.1,22.8,24.8
04-23,33.9,15.4,24.9,21.0,13.8,22.8,35.2,20.2,30.0,22.4,16.2,22.4,33.2,,13.8,15.5,20.6,27.0,33.8,35.2,22.9,22.4,24.8
04-24,33.9,13.9,24.8,21.1,13.6,23.8,35.1,19.5,29.6,22.5,15.4,22.4,33.5,,13.6,14.2,20.5,26.7,33.8,35.1,23.0,22.5,24.8
04-25,33.9,12.7,24.7,21.2,13.0,24.1,35.1,19.2,28.8,22.2,15.1,22.4,33.7,,12.7,13.4,20.4,26.3,33.9,35.1,23.1,22.4,24.8
04-26,34.6,11.6,24.4,22.4,13.2,25.2,35.6,18.2,28.1,21.6,15.4,22.4,33.8,,11.6,13.6,20.2,26.4,34.4,35.6,23.2,22.4,24.8
04-27,34.6,11.6,23.9,22.6,13.3,25.4,36.6,17.0,27.2,20.8,15.6,22.4,33.7,,11.6,13.8,19.3,26.1,34.4,36.6,22.7,22.6,24.8
04-28,34.6,11.7,22.6,22.8,13.2,25.6,36.4,15.6,26.6,19.9,15.8,22.2,33.2,,11.7,13.7,18.3,26.0,34.3,36.4,22.2,22.6,24.8
04-29,34.4,11.8,21.5,22.9,11.6,25.6,36.3,14.6,26.2,19.2,15.4,21.8,33.0,,11.6,12.4,17.7,25.8,34.1,36.3,21.5,21.8,24.8
04-30,34.2,11.5,20.8,23.0,10.2,26.0,36.7,14.5,25.9,18.1,14.2,21.6,31.8,,10.2,12.0,16.7,26.0,33.8,36.7,20.6,21.6,24.8
05-01,34.4,10.9,20.0,23.0,9.6,26.2,36.8,14.9,25.8,17.0,12.4,21.6,31.0,,9.6,11.2,16.2,26.0,33.7,36.8,20.0,21.6,24.8
05-02,34.2,10.0,19.5,22.8,7.9,26.2,36.9,15.0,26.0,16.4,11.2,21.8,30.2,,7.9,10.2,15.9,26.1,33.4,36.9,20.0,21.8,24.8
05-03,34.0,9.0,19.2,22.0,6.8,25.8,36.7,14.9,25.6,15.9,10.8,21.4,29.1,,6.8,9.3,15.5,25.7,33.0,36.7,19.6,21.4,24.8
05-04,34.0,8.6,18.1,20.8,5.9,25.1,36.7,14.3,25.1,15.2,10.3,21.2,28.6,,5.9,8.9,14.8,25.1,32.9,36.7,19.2,20.8,24.8
05-05,33.8,8.2,17.0,19.5,5.5,24.2,36.3,13.0,24.4,14.5,9.4,21.4,28.6,,5.5,8.4,13.9,24.3,32.8,36.3,18.7,19.5,24.8
05-06,33.4,7.2,15.7,18.8,4.8,23.2,34.6,11.8,23.4,13.6,8.0,20.5,28.5,,4.8,7.4,12.9,23.2,32.4,34.6,18.3,18.8,24.8
05-07,32.8,6.6,14.4,19.9,4.6,22.8,32.8,10.1,22.9,12.8,6.4,19.6,28.7,,4.6,6.4,11.8,22.8,31.9,32.8,18.0,19.6,24.8
05-08,32.4,5.4,14.0,20.2,4.4,22.0,31.0,8.9,22.4,12.0,5.6,18.8,28.7,,4.4,5.4,10.7,22.2,30.5,32.4,17.8,18.8,24.8
05-09,32.2,3.6,13.4,20.1,4.4,21.0,29.8,7.4,22.2,10.9,4.8,19.0,28.8,,3.6,4.4,9.5,21.4,29.6,32.2,17.7,19.0,24.8
05-10,33.0,2.1,12.3,20.6,4.1,19.9,28.7,6.2,21.8,9.4,4.2,19.0,28.6,,2.1,4.1,8.1,21.1,28.7,33.0,17.2,19.0,24.8
05-11,33.4,1.0,11.0,21.2,3.2,19.6,27.2,5.0,20.9,7.9,4.0,19.2,27.8,,1.0,3.4,6.7,21.0,27.7,33.4,16.6,19.2,24.8
05-12,33.1,0.4,10.1,21.3,2.0,19.6,25.8,4.9,20.2,6.8,3.5,19.3,27.5,,0.4,2.3,6.0,20.6,27.2,33.1,16.4,19.3,24.8
05-13,32.4,0.0,8.8,21.4,1.6,18.6,24.2,5.6,18.9,5.8,2.8,19.1,26.4,,0.0,1.8,5.7,20.0,26.0,32.4,15.6,18.6,24.8
05-14,31.6,0.0,7.2,21.0,1.0,17.0,24.0,5.5,17.9,5.4,2.3,18.4,25.4,,0.0,1.2,5.5,19.4,25.2,31.6,14.6,17.0,24.8
05-15,30.8,0.0,5.6,20.2,1.2,15.6,23.5,4.8,16.6,5.2,2.0,16.6,24.6,,0.0,1.3,5.0,18.1,24.4,30.8,13.8,15.6,24.8
05-16,30.0,0.0,4.2,19.0,1.4,15.1,22.8,3.4,15.4,4.4,1.4,14.6,23.6,,0.0,1.4,3.8,16.9,23.4,30.0,13.2,14.6,24.8
05-17,29.6,0.0,3.2,17.8,4.0,14.5,22.6,2.2,14.7,3.6,1.2,12.9,22.6,,0.0,1.4,3.4,15.9,22.6,29.6,12.4,12.9,24.8
05-18,29.5,0.0,3.2,16.1,3.2,13.6,23.5,1.4,16.0,2.6,0.8,11.4,21.6,,0.0,0.9,3.0,16.0,23.1,29.5,11.4,11.4,24.8
05-19,30.8,0.0,2.9,15.2,2.8,13.0,23.7,0.8,16.4,2.1,0.2,10.0,20.6,,0.0,0.4,2.6,15.7,23.1,30.8,10.5,10.0,24.8
05-20,31.6,0.0,2.9,14.4,3.0,12.6,23.8,0.0,17.6,2.0,0.0,9.8,19.1,,0.0,0.0,2.5,15.7,22.8,31.6,9.4,9.8,24.8
05-21,31.7,0.0,2.6,13.4,3.2,12.9,23.7,0.0,17.8,2.3,0.1,9.6,17.4,,0.0,0.0,2.4,15.0,22.5,31.7,8.6,9.6,24.8
05-22,31.2,0.0,1.9,12.2,2.9,12.6,22.8,0.0,18.4,2.2,0.1,8.6,16.0,,0.0,0.0,2.0,14.0,21.9,31.2,7.5,8.6,24.8
05-23,30.4,0.0,1.5,10.6,2.8,12.4,21.8,0.0,19.2,2.4,0.1,8.2,14.8,,0.0,0.0,2.0,13.4,21.3,30.4,6.2,8.2,24.8
05-24,30.0,0.0,0.9,9.1,2.8,12.2,20.4,0.0,19.5,2.4,0.0,7.2,13.6,,0.0,0.0,1.8,12.7,20.2,30.0,5.0,7.2,24.8
05-25,29.2,0.0,0.6,7.8,2.6,11.6,18.5,0.0,19.4,2.3,0.0,5.6,12.3,,0.0,0.0,1.6,11.8,19.3,29.2,4.0,5.6,24.8
05-26,28.5,0.0,0.2,6.0,2.4,11.8,17.9,0.0,19.4,1.9,0.0,3.8,11.3,,0.0,0.0,1.2,11.5,19.1,28.5,2.8,3.8,24.8
05-27,28.0,0.8,0.2,4.2,2.2,11.0,17.3,0.0,19.0,1.4,0.0,2.2,10.1,,0.0,0.0,1.1,10.5,18.6,28.0,2.2,2.2,24.8
05-28,28.2,0.9,0.0,2.2,2.1,10.2,16.6,0.0,19.2,0.6,0.0,0.6,9.1,,0.0,0.0,0.6,9.6,18.6,28.2,2.0,2.1,24.8
05-29,28.3,0.3,0.3,0.8,1.8,9.3,15.3,0.0,19.0,0.2,0.0,1.0,8.2,,0.0,0.0,0.3,8.6,18.2,28.3,1.3,1.0,24.8
05-30,28.3,0.0,0.2,0.0,1.4,8.2,13.8,0.0,18.2,0.0,0.0,2.4,7.0,,0.0,0.0,0.0,7.5,17.4,28.3,0.8,1.4,24.8
05-31,28.6,0.0,0.0,0.0,0.8,6.8,12.2,0.0,17.7,0.0,0.0,3.2,5.8,,0.0,0.0,0.0,6.2,16.6,28.6,0.4,0.8,24.8
06-01,28.4,0.0,0.0,0.0,0.0,5.4,10.3,0.0,17.0,0.0,0.0,2.6,4.4,,0.0,0.0,0.0,4.8,15.7,28.4,0.0,0.0,24.8
06-02,27.4,0.0,0.0,0.0,0.0,3.9,9.2,0.0,16.4,0.0,0.0,1.4,3.3,,0.0,0.0,0.0,3.5,15.0,27.4,0.0,0.0,24.8
06-03,26.6,0.0,0.0,0.0,0.0,3.1,7.6,0.0,15.8,0.0,0.0,0.0,2.0,,0.0,0.0,0.0,2.4,14.2,26.6,0.0,0.0,24.8
06-04,26.1,0.0,0.0,0.0,0.0,2.2,5.8,0.0,14.9,0.0,0.0,0.0,1.3,,0.0,0.0,0.0,1.7,13.1,26.1,0.0,0.0,24.8
06-05,24.6,0.0,0.0,0.0,0.0,1.4,2.0,0.0,13.4,0.0,0.0,0.0,0.5,,0.0,0.0,0.0,0.9,11.1,24.6,0.0,0.0,24.8
06-06,22.5,0.2,0.0,0.0,0.0,0.6,1.0,0.0,11.7,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.3,9.6,22.5,0.0,0.0,24.8
06-07,21.2,0.0,0.0,0.0,0.0,0.1,0.0,0.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,21.2,0.0,0.0,24.8
06-08,20.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.5,20.6,0.0,0.0,24.8
06-09,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.2,20.0,0.0,0.0,24.8
06-10,19.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,6.1,19.2,0.0,0.0,24.8
06-11,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,5.0,17.8,0.0,0.0,24.8
06-12,16.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,4.2,16.2,0.0,0.0,24.8
06-13,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.6,14.5,0.0,0.0,24.8
06-14,13.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,3.3,13.4,0.0,0.0,24.8
06-15,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.6,10.6,0.0,0.0,24.8
06-16,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,9.6,0.0,0.0,24.8
06-17,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.3,8.6,0.0,0.0,24.8
06-18,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.8,7.4,0.0,0.0,24.8
06-19,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.4,6.6,0.0,0.0,24.8
06-20,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,6.2,0.0,0.0,24.8
06-21,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,5.6,0.0,0.0,24.8
06-22,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,24.8
06-23,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,24.8
06-24,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,24.8
06-25,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,24.8
06-26,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,24.8
06-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
06-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
06-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,24.8
07-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
07-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.8
